year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
2013,oct,1,54.0,57.0,49.0,Fog,79.0,100.0,46.0,0.0,29.92,29.95,29.89,63.0,75.0,53.0,6.0,10.0,0.0,30.0,4.0,22.0
2013,oct,2,50.0,53.0,47.0, ,73.0,89.0,45.0,0.0,29.94,29.99,29.9,62.0,75.0,51.0,9.0,10.0,6.0,0.0,5.0,23.0
2013,oct,3,43.0,46.0,32.0,Fog,66.0,96.0,26.0,0.0,29.93,29.96,29.88,60.0,78.0,44.0,7.0,10.0,0.0,32.0,6.0,28.0
2013,oct,4,35.0,44.0,30.0, ,34.0,55.0,18.0,0.0,29.97,30.04,29.9,66.0,82.0,51.0,10.0,10.0,10.0,0.0,4.0,14.0
2013,oct,5,27.0,33.0,14.0, ,25.0,41.0,6.0,0.0,30.08,30.12,30.04,71.0,93.0,52.0,10.0,10.0,10.0,16.0,4.0,12.0
2013,oct,6,27.0,33.0,13.0, ,27.0,50.0,6.0,0.0,30.04,30.09,29.99,70.0,91.0,48.0,10.0,10.0,10.0,0.0,2.0,13.0
2013,oct,7,43.0,53.0,27.0, ,58.0,94.0,31.0,0.0,29.96,30.0,29.92,62.0,75.0,50.0,9.0,10.0,2.0,0.0,3.0,16.0
2013,oct,8,50.0,52.0,48.0, ,78.0,96.0,54.0,0.0,29.89,29.96,29.82,60.0,66.0,53.0,8.0,10.0,1.0,89.0,2.0,9.0
2013,oct,9,47.0,51.0,41.0,Rain,72.0,86.0,48.0,0.0,29.75,29.81,29.69,56.0,63.0,48.0,9.0,10.0,3.0,61.0,5.0,15.0
2013,oct,10,46.0,51.0,40.0, ,73.0,90.0,52.0,0.0,29.96,30.04,29.83,54.0,68.0,43.0,10.0,10.0,9.0,0.0,4.0,14.0
2013,oct,11,48.0,50.0,44.0, ,74.0,93.0,47.0,0.0,30.02,30.06,29.98,58.0,71.0,48.0,10.0,10.0,8.0,0.0,4.0,16.0
2013,oct,12,50.0,51.0,48.0, ,80.0,92.0,55.0,0.0,29.97,30.01,29.91,60.0,71.0,51.0,9.0,10.0,6.0,22.0,4.0,16.0
2013,oct,13,49.0,51.0,46.0, ,79.0,92.0,54.0,0.0,30.0,30.05,29.94,58.0,69.0,50.0,9.0,10.0,6.0,122.0,5.0,20.0
2013,oct,14,43.0,48.0,40.0, ,54.0,90.0,21.0,0.0,30.0,30.05,29.94,66.0,86.0,48.0,10.0,10.0,10.0,26.0,4.0,22.0
2013,oct,15,39.0,42.0,32.0, ,39.0,64.0,14.0,0.0,29.94,29.99,29.89,69.0,88.0,52.0,10.0,10.0,10.0,0.0,2.0,15.0
