,year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
0,2015,oct,1,58.0,60.0,55.0,Rain,70.0,84.0,36.0,0.01,29.95,30.01,29.87,74.0,84.0,64.0,10.0,10.0,10.0,0.0,10.0,22.0
1,2015,oct,2,55.0,58.0,52.0, ,58.0,84.0,35.0,0.0,29.94,30.0,29.85,72.0,84.0,63.0,10.0,10.0,10.0,31.0,13.0,26.0
2,2015,oct,3,56.0,58.0,50.0,Fog,78.0,93.0,51.0,0.0,29.68,29.81,29.57,66.0,77.0,57.0,7.0,10.0,0.0,0.0,5.0,21.0
3,2015,oct,4,53.0,56.0,49.0,Rain,70.0,87.0,44.0,0.02,29.61,29.75,29.55,65.0,73.0,57.0,9.0,10.0,2.0,0.0,4.0,14.0
4,2015,oct,5,52.0,56.0,49.0, ,65.0,83.0,38.0,0.0,29.88,30.01,29.75,66.0,78.0,54.0,10.0,10.0,10.0,22.0,4.0,15.0
5,2015,oct,6,52.0,58.0,48.0, ,69.0,84.0,34.0,0.0,30.07,30.11,30.01,66.0,80.0,53.0,10.0,10.0,10.0,0.0,3.0,18.0
6,2015,oct,7,55.0,59.0,51.0, ,71.0,90.0,28.0,0.0,30.07,30.1,30.03,72.0,89.0,55.0,9.0,10.0,2.0,29.0,6.0,24.0
7,2015,oct,8,55.0,59.0,50.0, ,60.0,86.0,21.0,0.0,30.01,30.06,29.97,78.0,100.0,60.0,10.0,10.0,9.0,34.0,5.0,24.0
8,2015,oct,9,54.0,57.0,48.0, ,55.0,84.0,17.0,0.0,29.94,30.0,29.88,82.0,105.0,61.0,10.0,10.0,9.0,32.0,6.0,23.0
9,2015,oct,10,56.0,60.0,51.0, ,61.0,81.0,34.0,0.0,29.95,29.99,29.91,74.0,90.0,60.0,10.0,10.0,10.0,0.0,4.0,14.0
10,2015,oct,11,55.0,59.0,52.0, ,65.0,87.0,30.0,0.0,29.93,29.98,29.88,74.0,91.0,57.0,10.0,10.0,8.0,0.0,4.0,17.0
11,2015,oct,12,53.0,57.0,47.0, ,57.0,90.0,23.0,0.0,29.93,29.95,29.9,75.0,95.0,57.0,9.0,10.0,1.0,0.0,2.0,10.0
12,2015,oct,13,57.0,67.0,49.0, ,53.0,79.0,27.0,0.0,29.99,30.02,29.93,78.0,91.0,66.0,10.0,10.0,10.0,0.0,3.0,12.0
13,2015,oct,14,63.0,65.0,59.0,Rain,70.0,84.0,51.0,0.0,29.97,30.01,29.91,75.0,86.0,66.0,10.0,10.0,10.0,0.0,2.0,14.0
14,2015,oct,15,63.0,64.0,61.0,Rain,81.0,88.0,60.0,0.0,29.93,29.96,29.9,71.0,78.0,64.0,10.0,10.0,8.0,0.0,6.0,16.0
15,2015,oct,16,61.0,62.0,60.0, ,78.0,90.0,60.0,0.0,29.92,29.95,29.87,70.0,78.0,64.0,9.0,10.0,2.0,0.0,5.0,16.0
16,2015,oct,17,59.0,60.0,57.0, ,76.0,84.0,55.0,0.0,29.94,29.99,29.91,70.0,75.0,64.0,10.0,10.0,7.0,0.0,7.0,17.0
17,2015,oct,18,56.0,59.0,51.0, ,74.0,87.0,43.0,0.0,29.95,29.99,29.92,68.0,78.0,59.0,10.0,10.0,10.0,30.0,9.0,21.0
18,2015,oct,19,54.0,57.0,51.0, ,71.0,90.0,48.0,0.0,29.98,30.03,29.93,64.0,75.0,55.0,10.0,10.0,9.0,23.0,7.0,22.0
19,2015,oct,20,53.0,57.0,47.0, ,63.0,87.0,30.0,0.0,29.91,29.96,29.86,70.0,82.0,59.0,10.0,10.0,10.0,21.0,11.0,23.0
20,2015,oct,21,53.0,57.0,47.0, ,70.0,87.0,33.0,0.0,29.92,29.95,29.88,68.0,84.0,53.0,9.0,10.0,2.0,0.0,4.0,17.0
21,2015,oct,22,55.0,58.0,52.0,Fog,81.0,93.0,47.0,0.0,29.95,29.99,29.92,67.0,78.0,57.0,5.0,10.0,0.0,0.0,2.0,15.0
22,2015,oct,23,50.0,57.0,46.0,Fog,79.0,93.0,43.0,0.0,29.98,30.02,29.95,64.0,81.0,48.0,7.0,10.0,0.0,0.0,4.0,15.0
23,2015,oct,24,51.0,57.0,45.0,Fog,76.0,94.0,24.0,0.0,29.95,29.99,29.89,69.0,90.0,50.0,6.0,10.0,0.0,0.0,2.0,14.0
24,2015,oct,25,53.0,57.0,47.0, ,65.0,84.0,29.0,0.0,29.93,29.97,29.89,70.0,82.0,57.0,10.0,10.0,10.0,0.0,4.0,16.0
25,2015,oct,26,49.0,57.0,38.0, ,60.0,83.0,17.0,0.0,29.94,29.98,29.89,70.0,90.0,50.0,10.0,10.0,10.0,0.0,3.0,16.0
26,2015,oct,27,53.0,58.0,47.0,Fog,69.0,93.0,34.0,0.0,29.95,30.0,29.91,68.0,84.0,55.0,6.0,10.0,0.0,0.0,4.0,17.0
27,2015,oct,28,57.0,60.0,49.0, ,67.0,87.0,36.0,0.0,29.95,30.0,29.92,72.0,82.0,62.0,10.0,10.0,10.0,31.0,11.0,24.0
28,2015,oct,29,51.0,55.0,44.0, ,58.0,75.0,32.0,0.0,29.92,29.99,29.87,68.0,80.0,59.0,10.0,10.0,10.0,22.0,9.0,23.0
29,2015,oct,30,44.0,54.0,33.0, ,41.0,70.0,16.0,0.0,29.95,29.99,29.9,72.0,84.0,61.0,10.0,10.0,10.0,22.0,9.0,17.0
30,2015,oct,31,44.0,58.0,37.0, ,44.0,86.0,15.0,0.0,30.02,30.07,29.99,74.0,95.0,55.0,10.0,10.0,8.0,32.0,6.0,22.0
