,year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
11,2015,aug,12,55.0,60.0,50.0, ,71.0,88.0,35.0,0.0,30.02,30.05,30.0,68.0,80.0,55.0,10.0,10.0,7.0,26.0,6.0,22.0
12,2015,aug,13,58.0,60.0,55.0, ,74.0,93.0,42.0,0.0,30.0,30.04,29.96,71.0,82.0,61.0,10.0,10.0,10.0,25.0,10.0,25.0
13,2015,aug,14,55.0,57.0,53.0, ,67.0,90.0,38.0,0.0,29.97,29.99,29.93,68.0,82.0,55.0,10.0,10.0,10.0,0.0,7.0,24.0
14,2015,aug,15,55.0,60.0,51.0, ,59.0,87.0,26.0,0.0,29.9,29.99,29.85,74.0,91.0,57.0,10.0,10.0,10.0,0.0,3.0,17.0
15,2015,aug,16,58.0,60.0,55.0, ,65.0,87.0,31.0,0.0,29.86,29.89,29.83,75.0,90.0,60.0,9.0,10.0,6.0,0.0,4.0,17.0
16,2015,aug,17,60.0,61.0,51.0, ,84.0,100.0,32.0,0.0,29.88,29.94,29.85,72.0,84.0,60.0,5.0,10.0,1.0,0.0,4.0,13.0
17,2015,aug,18,59.0,61.0,58.0, ,78.0,90.0,50.0,0.0,29.93,29.97,29.89,71.0,82.0,61.0,8.0,10.0,4.0,0.0,5.0,13.0
18,2015,aug,19,57.0,59.0,56.0, ,72.0,84.0,47.0,0.0,29.92,29.95,29.88,70.0,79.0,62.0,10.0,10.0,7.0,25.0,8.0,20.0
19,2015,aug,20,57.0,58.0,56.0, ,68.0,78.0,48.0,0.0,29.9,29.93,29.86,71.0,78.0,64.0,9.0,10.0,7.0,0.0,11.0,18.0
20,2015,aug,21,57.0,58.0,56.0, ,71.0,81.0,50.0,0.0,29.9,29.93,29.87,70.0,78.0,63.0,10.0,10.0,9.0,0.0,8.0,17.0
21,2015,aug,22,56.0,58.0,55.0, ,71.0,84.0,48.0,0.0,29.93,29.97,29.9,69.0,78.0,61.0,10.0,10.0,9.0,0.0,7.0,17.0
22,2015,aug,23,57.0,58.0,57.0, ,72.0,86.0,48.0,0.0,29.97,30.01,29.94,70.0,78.0,62.0,10.0,10.0,10.0,0.0,9.0,20.0
23,2015,aug,24,56.0,58.0,53.0, ,69.0,87.0,45.0,0.0,29.96,30.01,29.93,68.0,81.0,57.0,10.0,10.0,7.0,0.0,7.0,21.0
24,2015,aug,25,57.0,59.0,54.0, ,70.0,87.0,41.0,0.0,29.94,29.98,29.91,71.0,84.0,60.0,9.0,10.0,7.0,0.0,7.0,18.0
25,2015,aug,26,56.0,58.0,50.0, ,69.0,90.0,27.0,0.0,29.96,29.99,29.92,74.0,90.0,59.0,9.0,10.0,5.0,0.0,6.0,16.0
26,2015,aug,27,52.0,55.0,46.0, ,49.0,78.0,15.0,0.0,29.94,29.99,29.87,80.0,102.0,61.0,10.0,10.0,10.0,0.0,5.0,23.0
27,2015,aug,28,53.0,61.0,47.0, ,51.0,90.0,19.0,0.0,29.88,29.93,29.84,80.0,97.0,62.0,10.0,10.0,10.0,23.0,5.0,20.0
28,2015,aug,29,60.0,64.0,57.0, ,78.0,93.0,41.0,0.0,29.94,29.96,29.91,72.0,82.0,61.0,8.0,10.0,2.0,36.0,8.0,30.0
29,2015,aug,30,57.0,57.0,55.0, ,71.0,78.0,50.0,0.0,29.88,29.89,29.87,70.0,84.0,63.0,10.0,10.0,10.0,36.0,20.0,28.0
30,2015,aug,31,55.0,57.0,52.0, ,65.0,86.0,48.0,0.0,29.89,29.92,29.86,68.0,79.0,60.0,10.0,10.0,9.0,17.0,13.0,22.0
