,year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
15,2015,jan,16,41.0,51.0,33.0, ,64.0,86.0,25.0,0.0,30.19,30.26,30.13,56.0,72.0,39.0,10.0,10.0,10.0,0.0,6.0,17.0
16,2015,jan,17,45.0,52.0,37.0, ,60.0,86.0,36.0,0.0,30.18,30.22,30.12,64.0,77.0,51.0,10.0,10.0,10.0,0.0,4.0,17.0
17,2015,jan,18,49.0,55.0,41.0, ,77.0,97.0,42.0,0.0,30.2,30.25,30.15,58.0,73.0,44.0,10.0,10.0,10.0,0.0,4.0,10.0
18,2015,jan,19,50.0,56.0,43.0, ,73.0,90.0,37.0,0.0,30.13,30.19,30.08,62.0,75.0,50.0,10.0,10.0,10.0,0.0,5.0,17.0
19,2015,jan,20,45.0,50.0,40.0, ,66.0,83.0,36.0,0.0,30.02,30.08,29.97,59.0,70.0,48.0,10.0,10.0,10.0,18.0,5.0,15.0
20,2015,jan,21,41.0,45.0,38.0, ,62.0,86.0,39.0,0.0,30.05,30.12,29.99,57.0,69.0,43.0,10.0,10.0,10.0,23.0,5.0,16.0
21,2015,jan,22,40.0,47.0,35.0, ,68.0,89.0,31.0,0.0,30.21,30.29,30.14,55.0,71.0,39.0,10.0,10.0,10.0,0.0,1.0,8.0
22,2015,jan,23,33.0,38.0,31.0, ,52.0,83.0,21.0,0.0,30.23,30.29,30.17,56.0,75.0,36.0,10.0,10.0,10.0,0.0,4.0,17.0
23,2015,jan,24,36.0,44.0,30.0, ,50.0,71.0,22.0,0.0,30.1,30.17,30.02,59.0,79.0,39.0,10.0,10.0,10.0,0.0,4.0,13.0
24,2015,jan,25,35.0,39.0,31.0, ,48.0,76.0,15.0,0.0,30.03,30.07,29.94,62.0,84.0,41.0,10.0,10.0,10.0,0.0,5.0,13.0
25,2015,jan,26,40.0,51.0,36.0,Rain,51.0,75.0,32.0,0.01,30.0,30.1,29.94,60.0,73.0,46.0,10.0,10.0,10.0,0.0,2.0,10.0
26,2015,jan,27,51.0,54.0,46.0,Rain,81.0,97.0,49.0,0.04,30.18,30.22,30.11,58.0,68.0,48.0,10.0,10.0,10.0,0.0,3.0,9.0
27,2015,jan,28,48.0,53.0,44.0, ,76.0,93.0,50.0,0.0,30.15,30.21,30.1,57.0,68.0,46.0,10.0,10.0,6.0,0.0,2.0,6.0
28,2015,jan,29,46.0,53.0,42.0, ,75.0,93.0,38.0,0.0,30.05,30.09,29.99,58.0,73.0,44.0,9.0,10.0,5.0,0.0,3.0,14.0
29,2015,jan,30,47.0,54.0,39.0, ,84.0,97.0,42.0,0.0,29.93,30.0,29.86,55.0,69.0,41.0,10.0,10.0,7.0,33.0,6.0,24.0
30,2015,jan,31,48.0,51.0,42.0,Fog,79.0,100.0,35.0,0.0,29.93,30.06,29.87,60.0,73.0,48.0,7.0,10.0,0.0,0.0,3.0,14.0
