year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
2015,jul,1,55.0,56.0,53.0, ,67.0,87.0,39.0,0.0,29.9,29.94,29.84,70.0,82.0,57.0,10.0,10.0,10.0,0.0,3.0,12.0
2015,jul,2,56.0,58.0,50.0, ,67.0,90.0,33.0,0.0,29.96,29.99,29.94,72.0,84.0,59.0,10.0,10.0,10.0,0.0,3.0,14.0
2015,jul,3,57.0,58.0,55.0, ,79.0,97.0,45.0,0.0,29.93,29.98,29.89,68.0,79.0,57.0,8.0,10.0,2.0,0.0,6.0,16.0
2015,jul,4,57.0,57.0,56.0, ,78.0,97.0,52.0,0.0,29.9,29.93,29.88,66.0,78.0,57.0,10.0,10.0,6.0,0.0,7.0,15.0
2015,jul,5,56.0,58.0,55.0, ,75.0,90.0,51.0,0.0,29.97,30.02,29.92,68.0,75.0,60.0,10.0,10.0,9.0,0.0,7.0,17.0
2015,jul,6,57.0,57.0,55.0, ,77.0,90.0,55.0,0.0,30.03,30.06,29.99,66.0,75.0,60.0,10.0,10.0,9.0,22.0,10.0,20.0
2015,jul,7,56.0,58.0,53.0, ,73.0,90.0,51.0,0.0,29.98,30.04,29.91,66.0,75.0,57.0,10.0,10.0,10.0,34.0,8.0,29.0
2015,jul,8,55.0,57.0,52.0, ,71.0,83.0,46.0,0.0,29.89,29.92,29.85,66.0,75.0,60.0,10.0,10.0,7.0,26.0,9.0,22.0
2015,jul,9,53.0,56.0,50.0, ,64.0,83.0,44.0,0.0,29.89,29.92,29.85,67.0,75.0,61.0,10.0,10.0,10.0,17.0,5.0,15.0
2015,jul,10,55.0,57.0,53.0, ,70.0,83.0,48.0,0.0,29.93,29.96,29.9,68.0,77.0,60.0,10.0,10.0,10.0,23.0,5.0,21.0
2015,jul,11,55.0,57.0,53.0, ,70.0,87.0,46.0,0.0,29.97,30.01,29.92,67.0,77.0,59.0,10.0,10.0,10.0,25.0,7.0,22.0
2015,jul,12,55.0,57.0,52.0, ,68.0,84.0,39.0,0.0,30.02,30.05,29.99,70.0,79.0,60.0,10.0,10.0,10.0,31.0,9.0,24.0
2015,jul,13,57.0,58.0,55.0, ,72.0,87.0,48.0,0.0,29.97,30.03,29.91,69.0,79.0,60.0,10.0,10.0,10.0,0.0,8.0,20.0
