year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
2014,may,1,35.0,43.0,26.0, ,31.0,59.0,10.0,0.0,30.04,30.06,30.01,72.0,91.0,52.0,10.0,10.0,10.0,24.0,4.0,23.0
2014,may,2,40.0,50.0,31.0, ,33.0,83.0,10.0,0.0,29.98,30.03,29.93,76.0,98.0,55.0,10.0,10.0,10.0,37.0,9.0,23.0
2014,may,3,49.0,51.0,45.0, ,70.0,86.0,40.0,0.0,29.97,30.01,29.95,64.0,78.0,50.0,10.0,10.0,8.0,107.0,9.0,23.0
2014,may,4,48.0,51.0,43.0, ,68.0,86.0,37.0,0.0,29.99,30.02,29.97,60.0,75.0,46.0,10.0,10.0,10.0,29.0,7.0,23.0
2014,may,5,48.0,51.0,45.0, ,74.0,89.0,52.0,0.0,30.0,30.03,29.97,58.0,68.0,48.0,10.0,10.0,10.0,37.0,6.0,21.0
2014,may,6,45.0,48.0,40.0, ,68.0,83.0,41.0,0.0,29.94,29.97,29.89,55.0,66.0,46.0,10.0,10.0,8.0,33.0,10.0,23.0
2014,may,7,45.0,47.0,43.0, ,70.0,87.0,46.0,0.0,29.99,30.04,29.94,57.0,64.0,50.0,10.0,10.0,7.0,26.0,7.0,22.0
2014,may,8,48.0,54.0,43.0, ,70.0,88.0,41.0,0.0,30.08,30.12,30.03,59.0,71.0,48.0,10.0,10.0,8.0,25.0,6.0,21.0
2014,may,9,52.0,55.0,47.0, ,71.0,83.0,54.0,0.0,30.09,30.12,30.05,62.0,71.0,53.0,10.0,10.0,10.0,34.0,9.0,26.0
2014,may,10,43.0,47.0,38.0, ,55.0,80.0,31.0,0.0,30.01,30.06,29.94,60.0,72.0,51.0,10.0,10.0,10.0,34.0,13.0,24.0
2014,may,11,41.0,45.0,27.0, ,50.0,83.0,15.0,0.0,29.99,30.04,29.95,64.0,80.0,48.0,10.0,10.0,8.0,29.0,9.0,23.0
