,year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
13,2016,sep,14,48.0,54.0,41.0, ,60.0,81.0,33.0,0.0,30.05,30.09,30.02,63.0,79.0,48.0,10.0,10.0,10.0,0.0,5.0,18.0
14,2016,sep,15,52.0,55.0,48.0, ,69.0,94.0,30.0,0.0,29.98,30.04,29.94,68.0,86.0,53.0,10.0,10.0,7.0,0.0,6.0,22.0
15,2016,sep,16,54.0,55.0,49.0, ,79.0,96.0,35.0,0.0,29.94,29.97,29.9,67.0,80.0,55.0,6.0,10.0,1.0,0.0,3.0,16.0
16,2016,sep,17,54.0,55.0,49.0,Fog,74.0,94.0,29.0,0.0,29.94,29.98,29.89,70.0,88.0,55.0,6.0,10.0,0.0,24.0,4.0,22.0
17,2016,sep,18,51.0,58.0,40.0, ,57.0,87.0,13.0,0.0,29.89,29.92,29.85,77.0,102.0,54.0,10.0,10.0,9.0,0.0,3.0,17.0
18,2016,sep,19,56.0,59.0,48.0, ,62.0,90.0,23.0,0.0,29.95,30.04,29.88,74.0,91.0,57.0,10.0,10.0,3.0,0.0,4.0,12.0
19,2016,sep,20,56.0,59.0,51.0, ,65.0,93.0,32.0,0.0,29.94,30.01,29.88,74.0,88.0,60.0,9.0,10.0,1.0,0.0,4.0,18.0
20,2016,sep,21,55.0,58.0,49.0, ,77.0,93.0,52.0,0.0,29.93,29.95,29.9,64.0,75.0,55.0,7.0,10.0,2.0,22.0,5.0,21.0
21,2016,sep,22,49.0,52.0,45.0, ,66.0,86.0,38.0,0.0,30.0,30.04,29.94,60.0,73.0,48.0,10.0,10.0,9.0,40.0,8.0,30.0
22,2016,sep,23,47.0,52.0,38.0, ,55.0,90.0,20.0,0.0,30.06,30.1,30.04,69.0,84.0,54.0,10.0,10.0,7.0,24.0,9.0,23.0
23,2016,sep,24,41.0,46.0,37.0, ,29.0,43.0,12.0,0.0,30.01,30.06,29.95,80.0,99.0,64.0,10.0,10.0,10.0,29.0,9.0,23.0
24,2016,sep,25,41.0,45.0,30.0, ,32.0,56.0,9.0,0.0,29.98,30.03,29.94,78.0,100.0,57.0,10.0,10.0,10.0,18.0,4.0,16.0
25,2016,sep,26,35.0,39.0,29.0, ,24.0,46.0,7.0,0.0,29.93,29.97,29.88,80.0,104.0,57.0,10.0,10.0,10.0,23.0,4.0,17.0
26,2016,sep,27,40.0,52.0,30.0, ,33.0,67.0,7.0,0.0,29.85,29.9,29.77,84.0,108.0,61.0,10.0,10.0,10.0,32.0,4.0,24.0
27,2016,sep,28,50.0,55.0,46.0, ,60.0,93.0,25.0,0.0,29.91,29.98,29.87,70.0,88.0,54.0,10.0,10.0,5.0,0.0,2.0,10.0
28,2016,sep,29,53.0,56.0,52.0,Fog,83.0,97.0,34.0,0.0,30.02,30.07,29.96,68.0,87.0,53.0,4.0,10.0,0.0,0.0,3.0,13.0
29,2016,sep,30,53.0,54.0,48.0,Fog,83.0,100.0,42.0,0.0,30.06,30.1,30.0,65.0,77.0,53.0,4.0,10.0,0.0,0.0,2.0,21.0
