year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
2013,jun,1,48.0,50.0,44.0, ,55.0,86.0,24.0,0.0,29.8,29.88,29.75,70.0,91.0,50.0,9.0,10.0,7.0,23.0,6.0,17.0
2013,jun,2,52.0,56.0,48.0, ,78.0,97.0,61.0,0.0,29.8,29.84,29.77,60.0,71.0,51.0,8.0,10.0,5.0,62.0,6.0,12.0
2013,jun,3,53.0,54.0,50.0, ,83.0,100.0,63.0,0.01,29.85,29.89,29.8,60.0,66.0,53.0,8.0,10.0,2.0,0.0,2.0,9.0
2013,jun,4,53.0,55.0,51.0, ,75.0,90.0,55.0,0.0,29.94,29.98,29.88,63.0,73.0,54.0,10.0,10.0,7.0,17.0,3.0,13.0
2013,jun,5,51.0,54.0,48.0, ,78.0,94.0,53.0,0.0,29.98,30.01,29.96,61.0,71.0,51.0,10.0,10.0,9.0,0.0,5.0,17.0
2013,jun,6,52.0,53.0,51.0, ,79.0,94.0,53.0,0.0,29.94,29.97,29.91,62.0,72.0,53.0,10.0,10.0,9.0,0.0,8.0,14.0
2013,jun,7,53.0,55.0,51.0, ,78.0,96.0,48.0,0.0,29.85,29.94,29.79,64.0,79.0,53.0,9.0,10.0,3.0,76.0,7.0,24.0
2013,jun,8,54.0,56.0,52.0, ,82.0,100.0,55.0,0.0,29.83,29.89,29.78,63.0,75.0,53.0,8.0,10.0,2.0,17.0,4.0,12.0
2013,jun,9,55.0,56.0,52.0, ,74.0,87.0,60.0,0.0,29.89,29.91,29.87,64.0,70.0,59.0,10.0,10.0,10.0,21.0,4.0,13.0
2013,jun,10,53.0,55.0,52.0, ,66.0,81.0,49.0,0.0,29.93,29.96,29.89,66.0,75.0,59.0,10.0,10.0,10.0,21.0,3.0,14.0
2013,jun,11,54.0,56.0,52.0, ,77.0,94.0,50.0,0.0,29.93,29.97,29.9,65.0,77.0,55.0,10.0,10.0,9.0,17.0,6.0,17.0
2013,jun,12,53.0,55.0,50.0,Fog,84.0,100.0,61.0,0.0,29.97,30.01,29.94,61.0,70.0,53.0,6.0,10.0,0.0,0.0,2.0,10.0
2013,jun,13,50.0,52.0,44.0, ,76.0,100.0,37.0,0.0,30.0,30.03,29.95,62.0,75.0,51.0,7.0,10.0,1.0,30.0,7.0,24.0
2013,jun,14,50.0,53.0,47.0, ,69.0,94.0,37.0,0.0,29.89,29.94,29.84,64.0,80.0,50.0,8.0,10.0,6.0,0.0,3.0,10.0
2013,jun,15,51.0,53.0,48.0, ,75.0,89.0,57.0,0.0,29.96,30.02,29.88,62.0,71.0,54.0,9.0,10.0,6.0,17.0,7.0,12.0
2013,jun,16,51.0,52.0,48.0, ,63.0,83.0,39.0,0.0,30.01,30.05,29.97,66.0,78.0,53.0,10.0,10.0,5.0,0.0,9.0,22.0
2013,jun,17,51.0,53.0,49.0, ,69.0,90.0,43.0,0.0,30.0,30.03,29.97,64.0,75.0,53.0,10.0,10.0,8.0,30.0,11.0,26.0
2013,jun,18,51.0,52.0,49.0, ,82.0,100.0,51.0,0.0,29.97,30.0,29.94,60.0,71.0,51.0,8.0,10.0,1.0,32.0,12.0,25.0
2013,jun,19,46.0,49.0,41.0, ,55.0,86.0,29.0,0.0,29.94,29.97,29.92,64.0,77.0,53.0,10.0,10.0,10.0,36.0,15.0,29.0
2013,jun,20,46.0,49.0,41.0, ,55.0,80.0,29.0,0.0,29.91,29.93,29.89,65.0,80.0,52.0,10.0,10.0,10.0,34.0,15.0,26.0
2013,jun,21,48.0,50.0,46.0, ,66.0,86.0,37.0,0.0,29.91,29.93,29.89,64.0,77.0,51.0,10.0,10.0,8.0,44.0,11.0,28.0
2013,jun,22,48.0,50.0,44.0, ,64.0,90.0,37.0,0.0,29.88,29.92,29.83,62.0,79.0,46.0,10.0,10.0,7.0,0.0,5.0,22.0
2013,jun,23,53.0,58.0,48.0, ,82.0,100.0,54.0,0.0,29.88,29.92,29.86,60.0,71.0,51.0,7.0,10.0,2.0,26.0,7.0,21.0
2013,jun,24,59.0,61.0,57.0, ,83.0,100.0,62.0,0.01,29.9,29.96,29.84,66.0,73.0,59.0,8.0,10.0,2.0,0.0,3.0,12.0
2013,jun,25,59.0,60.0,56.0, ,75.0,93.0,45.0,0.0,29.97,30.0,29.95,70.0,80.0,61.0,10.0,10.0,10.0,24.0,5.0,17.0
2013,jun,26,58.0,61.0,57.0,Fog,81.0,100.0,49.0,0.0,29.98,30.01,29.95,69.0,82.0,57.0,7.0,10.0,0.0,33.0,6.0,25.0
2013,jun,27,58.0,61.0,55.0, ,63.0,90.0,35.0,0.0,29.99,30.01,29.97,75.0,91.0,59.0,10.0,10.0,10.0,18.0,2.0,13.0
2013,jun,28,56.0,58.0,53.0, ,59.0,83.0,34.0,0.0,29.93,29.99,29.87,74.0,90.0,59.0,10.0,10.0,9.0,28.0,5.0,20.0
2013,jun,29,52.0,56.0,49.0, ,50.0,84.0,17.0,0.0,29.82,29.88,29.76,80.0,102.0,57.0,10.0,10.0,10.0,29.0,6.0,21.0
2013,jun,30,53.0,55.0,52.0, ,57.0,81.0,31.0,0.0,29.76,29.8,29.72,73.0,89.0,59.0,10.0,10.0,7.0,23.0,6.0,21.0
