year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
2014,jan,1,37.0,46.0,32.0, ,65.0,86.0,24.0,0.0,30.11,30.16,30.06,54.0,73.0,36.0,10.0,10.0,10.0,0.0,3.0,15.0
2014,jan,2,33.0,41.0,25.0, ,52.0,83.0,15.0,0.0,30.06,30.12,30.01,58.0,78.0,39.0,10.0,10.0,10.0,0.0,1.0,9.0
2014,jan,3,35.0,44.0,27.0, ,52.0,68.0,28.0,0.0,29.98,30.04,29.91,56.0,73.0,39.0,10.0,10.0,10.0,0.0,2.0,10.0
2014,jan,4,44.0,51.0,35.0,Fog,86.0,100.0,50.0,0.0,29.99,30.06,29.95,54.0,66.0,41.0,4.0,10.0,0.0,0.0,2.0,13.0
2014,jan,5,44.0,48.0,35.0,Fog,79.0,100.0,24.0,0.0,30.1,30.19,30.06,57.0,73.0,41.0,5.0,10.0,0.0,0.0,1.0,10.0
2014,jan,6,36.0,49.0,29.0, ,58.0,83.0,18.0,0.0,30.18,30.25,30.14,56.0,75.0,37.0,10.0,10.0,10.0,0.0,2.0,13.0
2014,jan,7,44.0,51.0,37.0,Fog,85.0,100.0,36.0,0.0,30.15,30.18,30.09,55.0,68.0,42.0,6.0,10.0,0.0,0.0,4.0,29.0
2014,jan,8,45.0,51.0,40.0, ,73.0,93.0,37.0,0.0,30.13,30.19,30.09,56.0,68.0,44.0,10.0,10.0,8.0,26.0,6.0,20.0
2014,jan,9,44.0,49.0,41.0, ,59.0,75.0,39.0,0.0,30.14,30.19,30.08,60.0,68.0,52.0,10.0,10.0,9.0,24.0,9.0,20.0
2014,jan,10,38.0,42.0,36.0, ,46.0,73.0,26.0,0.0,30.15,30.22,30.09,60.0,73.0,46.0,10.0,10.0,10.0,23.0,4.0,20.0
2014,jan,11,44.0,52.0,34.0, ,64.0,94.0,32.0,0.0,30.16,30.2,30.1,60.0,75.0,46.0,10.0,10.0,10.0,41.0,6.0,24.0
2014,jan,12,36.0,46.0,28.0, ,46.0,67.0,26.0,0.0,30.22,30.27,30.18,60.0,68.0,53.0,10.0,10.0,10.0,26.0,10.0,22.0
2014,jan,13,29.0,33.0,21.0, ,33.0,54.0,10.0,0.0,30.29,30.34,30.23,64.0,82.0,46.0,10.0,10.0,10.0,0.0,3.0,12.0
2014,jan,14,27.0,31.0,21.0, ,29.0,47.0,15.0,0.0,30.29,30.37,30.23,64.0,84.0,44.0,10.0,10.0,10.0,0.0,2.0,9.0
2014,jan,15,23.0,30.0,19.0, ,28.0,42.0,8.0,0.0,30.2,30.26,30.14,65.0,86.0,44.0,10.0,10.0,10.0,0.0,1.0,12.0
2014,jan,16,20.0,35.0,9.0, ,26.0,49.0,5.0,0.0,30.11,30.17,30.04,66.0,90.0,42.0,10.0,10.0,10.0,0.0,1.0,9.0
2014,jan,17,19.0,30.0,11.0, ,25.0,43.0,7.0,0.0,30.1,30.14,30.05,62.0,84.0,39.0,10.0,10.0,10.0,0.0,2.0,13.0
2014,jan,18,24.0,41.0,12.0, ,31.0,47.0,7.0,0.0,30.06,30.11,29.99,64.0,86.0,43.0,10.0,10.0,9.0,0.0,1.0,10.0
2014,jan,19,21.0,26.0,11.0, ,31.0,51.0,8.0,0.0,30.07,30.12,30.03,59.0,79.0,39.0,10.0,10.0,10.0,0.0,1.0,8.0
2014,jan,20,26.0,42.0,18.0, ,41.0,64.0,15.0,0.0,30.14,30.22,30.1,56.0,75.0,37.0,10.0,10.0,10.0,0.0,2.0,10.0
2014,jan,21,34.0,49.0,22.0, ,51.0,75.0,17.0,0.0,30.15,30.19,30.09,60.0,78.0,41.0,10.0,10.0,9.0,0.0,1.0,13.0
2014,jan,22,25.0,44.0,10.0, ,29.0,77.0,6.0,0.0,29.97,30.09,29.9,65.0,82.0,48.0,10.0,10.0,10.0,0.0,5.0,15.0
2014,jan,23,40.0,50.0,19.0,Fog,71.0,100.0,31.0,0.0,29.93,30.05,29.88,52.0,64.0,39.0,7.0,10.0,0.0,0.0,4.0,10.0
2014,jan,24,47.0,53.0,42.0, ,70.0,83.0,35.0,0.0,30.16,30.24,30.05,58.0,71.0,46.0,10.0,10.0,9.0,0.0,1.0,12.0
2014,jan,25,42.0,49.0,25.0, ,53.0,75.0,15.0,0.0,30.16,30.21,30.12,64.0,79.0,48.0,10.0,10.0,10.0,31.0,3.0,9.0
2014,jan,26,42.0,53.0,30.0, ,61.0,83.0,30.0,0.0,30.09,30.14,30.06,57.0,66.0,48.0,10.0,10.0,7.0,0.0,2.0,10.0
2014,jan,27,47.0,52.0,42.0, ,78.0,94.0,42.0,0.0,30.1,30.15,30.05,58.0,70.0,46.0,8.0,10.0,5.0,0.0,5.0,23.0
2014,jan,28,44.0,51.0,34.0, ,68.0,93.0,20.0,0.0,30.14,30.17,30.09,62.0,79.0,46.0,8.0,10.0,1.0,22.0,5.0,16.0
2014,jan,29,50.0,55.0,43.0, ,66.0,94.0,37.0,0.0,30.04,30.15,29.95,65.0,75.0,55.0,10.0,10.0,7.0,26.0,7.0,21.0
2014,jan,30,50.0,55.0,45.0,Rain,82.0,97.0,58.0,0.01,29.93,29.96,29.9,57.0,63.0,51.0,8.0,10.0,1.0,21.0,4.0,15.0
2014,jan,31,42.0,46.0,36.0, ,67.0,86.0,43.0,0.0,30.0,30.06,29.93,55.0,64.0,46.0,10.0,10.0,10.0,24.0,6.0,20.0
