year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
2013,may,1,52.0,54.0,50.0, ,75.0,94.0,49.0,0.0,29.99,30.07,29.91,63.0,75.0,53.0,9.0,10.0,7.0,0.0,5.0,14.0
2013,may,2,47.0,54.0,42.0, ,59.0,90.0,25.0,0.0,30.1,30.13,30.07,64.0,84.0,46.0,10.0,10.0,9.0,0.0,3.0,14.0
2013,may,3,41.0,49.0,37.0, ,44.0,74.0,13.0,0.0,29.91,30.07,29.8,72.0,98.0,50.0,10.0,10.0,9.0,29.0,5.0,22.0
2013,may,4,50.0,53.0,45.0,Fog,82.0,100.0,44.0,0.0,29.77,29.81,29.73,60.0,73.0,48.0,7.0,10.0,0.0,0.0,4.0,12.0
2013,may,5,50.0,52.0,48.0,Rain,72.0,94.0,54.0,0.0,29.8,29.86,29.74,60.0,68.0,53.0,10.0,10.0,4.0,132.0,10.0,22.0
2013,may,6,54.0,56.0,50.0,Rain,84.0,100.0,58.0,0.11,29.89,30.0,29.85,60.0,66.0,55.0,8.0,10.0,2.0,20.0,8.0,15.0
2013,may,7,52.0,54.0,46.0, ,71.0,93.0,45.0,0.0,30.02,30.07,29.98,64.0,73.0,55.0,10.0,10.0,10.0,18.0,3.0,13.0
2013,may,8,51.0,54.0,48.0, ,80.0,100.0,49.0,0.0,30.1,30.14,30.07,60.0,70.0,51.0,9.0,10.0,4.0,28.0,4.0,20.0
2013,may,9,51.0,52.0,50.0, ,78.0,90.0,56.0,0.0,30.11,30.14,30.07,61.0,69.0,54.0,10.0,10.0,10.0,31.0,9.0,24.0
2013,may,10,52.0,55.0,50.0, ,77.0,97.0,41.0,0.0,30.11,30.15,30.06,66.0,82.0,51.0,9.0,10.0,6.0,32.0,8.0,23.0
2013,may,11,53.0,57.0,50.0,Fog,80.0,100.0,34.0,0.0,30.07,30.12,30.03,66.0,82.0,51.0,7.0,10.0,0.0,28.0,3.0,21.0
2013,may,12,52.0,56.0,49.0, ,79.0,100.0,29.0,0.0,30.05,30.11,29.99,69.0,88.0,51.0,7.0,10.0,1.0,28.0,4.0,21.0
2013,may,13,52.0,55.0,50.0,Fog,84.0,100.0,45.0,0.0,30.03,30.06,29.98,64.0,80.0,51.0,7.0,10.0,0.0,37.0,6.0,18.0
2013,may,14,51.0,52.0,49.0, ,80.0,96.0,51.0,0.0,30.03,30.06,30.01,61.0,69.0,53.0,9.0,10.0,4.0,24.0,6.0,20.0
2013,may,15,50.0,51.0,48.0, ,74.0,93.0,46.0,0.0,30.04,30.06,30.0,62.0,73.0,50.0,9.0,10.0,8.0,25.0,5.0,21.0
2013,may,16,49.0,54.0,45.0,Fog,83.0,100.0,50.0,0.0,29.99,30.02,29.96,58.0,73.0,46.0,8.0,10.0,0.0,31.0,5.0,22.0
2013,may,17,48.0,52.0,46.0, ,70.0,93.0,47.0,0.0,30.0,30.06,29.96,58.0,71.0,48.0,10.0,10.0,10.0,30.0,7.0,22.0
2013,may,18,47.0,49.0,43.0, ,71.0,93.0,41.0,0.0,30.07,30.1,30.04,58.0,73.0,45.0,10.0,10.0,8.0,33.0,7.0,23.0
2013,may,19,48.0,51.0,46.0, ,66.0,96.0,35.0,0.0,30.0,30.07,29.94,63.0,79.0,48.0,10.0,10.0,8.0,33.0,8.0,25.0
2013,may,20,45.0,50.0,38.0, ,52.0,86.0,17.0,0.0,29.93,29.96,29.89,70.0,91.0,50.0,10.0,10.0,7.0,31.0,5.0,23.0
2013,may,21,49.0,52.0,45.0, ,74.0,94.0,46.0,0.0,29.92,29.96,29.89,62.0,75.0,48.0,8.0,10.0,3.0,99.0,6.0,23.0
2013,may,22,41.0,45.0,37.0, ,61.0,89.0,30.0,0.0,29.89,29.93,29.86,57.0,72.0,43.0,10.0,10.0,7.0,39.0,11.0,30.0
2013,may,23,42.0,45.0,37.0, ,65.0,86.0,43.0,0.0,29.96,29.99,29.91,55.0,66.0,46.0,10.0,10.0,8.0,33.0,13.0,26.0
2013,may,24,44.0,47.0,40.0, ,69.0,90.0,39.0,0.0,29.99,30.03,29.95,56.0,73.0,43.0,9.0,10.0,6.0,28.0,6.0,22.0
2013,may,25,45.0,47.0,39.0, ,75.0,93.0,47.0,0.0,30.03,30.08,30.0,54.0,69.0,41.0,9.0,10.0,6.0,25.0,5.0,20.0
2013,may,26,49.0,52.0,43.0, ,77.0,100.0,49.0,0.0,30.07,30.11,30.05,58.0,71.0,45.0,10.0,10.0,5.0,32.0,8.0,24.0
2013,may,27,49.0,52.0,45.0,Fog,81.0,100.0,35.0,0.0,30.04,30.1,29.99,62.0,75.0,48.0,8.0,10.0,0.0,34.0,8.0,29.0
2013,may,28,53.0,56.0,50.0, ,83.0,100.0,53.0,0.0,29.94,30.0,29.86,63.0,75.0,53.0,8.0,10.0,2.0,45.0,12.0,26.0
2013,may,29,50.0,54.0,45.0, ,72.0,96.0,35.0,0.0,29.89,29.92,29.84,65.0,80.0,50.0,9.0,10.0,7.0,33.0,11.0,26.0
2013,may,30,47.0,48.0,45.0, ,67.0,89.0,42.0,0.0,29.9,29.93,29.87,60.0,72.0,50.0,10.0,10.0,8.0,36.0,13.0,29.0
2013,may,31,46.0,49.0,40.0, ,60.0,86.0,24.0,0.0,29.9,29.94,29.86,66.0,82.0,50.0,9.0,10.0,6.0,33.0,9.0,23.0
