,year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
15,2015,dec,16,30.0,39.0,22.0, ,55.0,76.0,21.0,0.0,30.2,30.24,30.17,50.0,63.0,37.0,10.0,10.0,10.0,18.0,4.0,12.0
16,2015,dec,17,31.0,43.0,23.0, ,49.0,70.0,20.0,0.0,30.19,30.26,30.14,54.0,68.0,39.0,10.0,10.0,10.0,0.0,5.0,15.0
17,2015,dec,18,38.0,48.0,28.0, ,69.0,90.0,45.0,0.0,30.07,30.15,30.0,50.0,64.0,36.0,10.0,10.0,10.0,0.0,3.0,12.0
18,2015,dec,19,45.0,51.0,39.0,Rain,85.0,96.0,69.0,0.36,30.0,30.13,29.96,50.0,59.0,42.0,8.0,10.0,1.0,0.0,3.0,13.0
19,2015,dec,20,38.0,43.0,33.0, ,69.0,83.0,36.0,0.0,30.22,30.29,30.14,51.0,60.0,42.0,10.0,10.0,10.0,0.0,4.0,12.0
20,2015,dec,21,52.0,56.0,39.0,Rain,89.0,96.0,69.0,0.14,30.11,30.24,29.99,52.0,59.0,44.0,5.0,10.0,2.0,0.0,3.0,7.0
21,2015,dec,22,56.0,58.0,46.0,Rain,89.0,97.0,69.0,0.32,29.91,29.98,29.86,58.0,62.0,54.0,5.0,10.0,2.0,32.0,6.0,21.0
22,2015,dec,23,38.0,46.0,32.0, ,55.0,77.0,32.0,0.0,29.94,30.01,29.88,56.0,62.0,48.0,10.0,10.0,10.0,26.0,11.0,17.0
23,2015,dec,24,42.0,50.0,36.0,Rain,74.0,88.0,51.0,0.14,30.02,30.09,29.98,50.0,57.0,42.0,8.0,10.0,2.0,28.0,5.0,13.0
24,2015,dec,25,36.0,39.0,32.0, ,69.0,93.0,44.0,0.0,30.19,30.3,30.09,46.0,57.0,36.0,10.0,10.0,10.0,18.0,5.0,13.0
25,2015,dec,26,28.0,33.0,21.0, ,50.0,68.0,21.0,0.0,30.33,30.4,30.29,49.0,61.0,37.0,10.0,10.0,10.0,0.0,5.0,12.0
26,2015,dec,27,31.0,37.0,25.0, ,64.0,86.0,28.0,0.0,30.2,30.28,30.12,44.0,57.0,32.0,10.0,10.0,10.0,0.0,3.0,16.0
27,2015,dec,28,37.0,41.0,33.0,Rain,70.0,89.0,49.0,0.01,30.0,30.11,29.94,47.0,57.0,37.0,10.0,10.0,8.0,24.0,4.0,15.0
28,2015,dec,29,32.0,36.0,31.0, ,61.0,82.0,36.0,0.0,30.09,30.19,30.0,48.0,59.0,37.0,10.0,10.0,10.0,24.0,4.0,17.0
29,2015,dec,30,28.0,31.0,20.0, ,52.0,79.0,19.0,0.0,30.18,30.25,30.13,50.0,64.0,35.0,10.0,10.0,10.0,0.0,3.0,12.0
30,2015,dec,31,32.0,39.0,28.0, ,58.0,79.0,31.0,0.0,30.14,30.18,30.09,49.0,62.0,36.0,10.0,10.0,10.0,0.0,3.0,8.0
