,year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
0,2015,apr,1,39.0,44.0,32.0, ,52.0,80.0,25.0,0.0,30.06,30.11,30.01,60.0,71.0,50.0,10.0,10.0,10.0,38.0,15.0,31.0
1,2015,apr,2,37.0,43.0,27.0, ,49.0,74.0,26.0,0.0,30.08,30.12,30.04,60.0,71.0,50.0,10.0,10.0,10.0,34.0,16.0,26.0
2,2015,apr,3,34.0,45.0,26.0, ,40.0,80.0,13.0,0.0,30.08,30.13,30.02,64.0,82.0,48.0,10.0,10.0,9.0,31.0,8.0,23.0
3,2015,apr,4,39.0,44.0,30.0, ,55.0,83.0,21.0,0.0,29.97,30.04,29.92,60.0,75.0,46.0,10.0,10.0,10.0,33.0,11.0,28.0
4,2015,apr,5,43.0,49.0,33.0, ,72.0,89.0,34.0,0.0,29.93,29.96,29.89,52.0,66.0,39.0,10.0,10.0,9.0,25.0,6.0,18.0
5,2015,apr,6,37.0,45.0,29.0, ,62.0,93.0,26.0,0.0,29.97,30.01,29.94,52.0,64.0,39.0,10.0,10.0,10.0,24.0,7.0,20.0
6,2015,apr,7,46.0,54.0,39.0,Rain,79.0,94.0,53.0,0.59,29.98,30.09,29.93,52.0,61.0,45.0,7.0,10.0,2.0,24.0,7.0,20.0
7,2015,apr,8,43.0,48.0,38.0, ,75.0,97.0,40.0,0.0,30.1,30.16,30.05,52.0,66.0,39.0,10.0,10.0,10.0,32.0,5.0,23.0
8,2015,apr,9,42.0,46.0,36.0, ,59.0,93.0,28.0,0.0,29.97,30.04,29.94,58.0,73.0,46.0,10.0,10.0,10.0,17.0,6.0,21.0
9,2015,apr,10,42.0,46.0,38.0, ,66.0,90.0,35.0,0.0,30.01,30.05,29.98,55.0,69.0,42.0,10.0,10.0,10.0,23.0,5.0,17.0
10,2015,apr,11,43.0,47.0,37.0, ,65.0,89.0,29.0,0.0,29.99,30.04,29.93,58.0,75.0,42.0,10.0,10.0,10.0,26.0,6.0,23.0
11,2015,apr,12,47.0,51.0,42.0, ,61.0,93.0,36.0,0.0,29.96,30.01,29.9,63.0,77.0,50.0,10.0,10.0,9.0,32.0,10.0,23.0
12,2015,apr,13,49.0,52.0,46.0,Fog,84.0,100.0,57.0,0.0,30.08,30.15,30.02,57.0,68.0,48.0,7.0,10.0,0.0,0.0,7.0,21.0
13,2015,apr,14,36.0,47.0,4.0, ,48.0,90.0,6.0,0.0,30.14,30.19,30.08,60.0,77.0,46.0,10.0,10.0,10.0,33.0,10.0,21.0
14,2015,apr,15,31.0,44.0,24.0, ,37.0,80.0,15.0,0.0,30.03,30.12,29.94,63.0,78.0,48.0,10.0,10.0,10.0,29.0,12.0,22.0
15,2015,apr,16,30.0,41.0,19.0, ,36.0,76.0,11.0,0.0,29.99,30.07,29.93,62.0,80.0,45.0,10.0,10.0,10.0,22.0,4.0,17.0
16,2015,apr,17,32.0,46.0,25.0, ,40.0,75.0,14.0,0.0,30.04,30.07,30.0,62.0,82.0,43.0,10.0,10.0,10.0,0.0,4.0,20.0
17,2015,apr,18,47.0,49.0,41.0,Fog,83.0,100.0,45.0,0.0,30.02,30.07,29.95,58.0,71.0,45.0,6.0,10.0,0.0,0.0,3.0,17.0
18,2015,apr,19,48.0,49.0,47.0, ,78.0,93.0,51.0,0.0,29.95,30.0,29.9,57.0,69.0,48.0,9.0,10.0,6.0,0.0,5.0,14.0
19,2015,apr,20,48.0,49.0,47.0,Rain,76.0,89.0,54.0,0.0,29.9,29.93,29.86,58.0,66.0,51.0,10.0,10.0,10.0,0.0,7.0,18.0
20,2015,apr,21,48.0,50.0,46.0, ,72.0,86.0,58.0,0.0,29.92,29.96,29.89,58.0,62.0,53.0,10.0,10.0,10.0,17.0,5.0,10.0
21,2015,apr,22,49.0,50.0,48.0, ,77.0,86.0,51.0,0.0,29.91,29.94,29.89,60.0,66.0,53.0,10.0,10.0,10.0,0.0,5.0,14.0
22,2015,apr,23,47.0,49.0,45.0, ,73.0,89.0,60.0,0.0,29.92,29.97,29.89,57.0,64.0,52.0,9.0,10.0,6.0,0.0,5.0,18.0
23,2015,apr,24,46.0,49.0,43.0, ,69.0,83.0,45.0,0.0,30.01,30.05,29.96,60.0,68.0,52.0,10.0,10.0,10.0,30.0,7.0,21.0
24,2015,apr,25,48.0,56.0,44.0,Rain,86.0,100.0,67.0,0.31,30.01,30.04,29.98,54.0,62.0,48.0,7.0,10.0,1.0,26.0,6.0,21.0
25,2015,apr,26,44.0,49.0,35.0, ,64.0,90.0,31.0,0.0,30.05,30.09,30.01,59.0,70.0,48.0,10.0,10.0,10.0,31.0,12.0,24.0
26,2015,apr,27,46.0,51.0,42.0, ,58.0,97.0,26.0,0.0,29.98,30.03,29.93,65.0,84.0,48.0,10.0,10.0,6.0,0.0,5.0,17.0
27,2015,apr,28,50.0,52.0,49.0,Fog,84.0,100.0,48.0,0.0,29.99,30.02,29.94,61.0,73.0,50.0,5.0,10.0,0.0,0.0,5.0,21.0
28,2015,apr,29,50.0,52.0,48.0, ,76.0,100.0,47.0,0.0,29.92,29.98,29.86,60.0,73.0,50.0,8.0,10.0,3.0,0.0,6.0,20.0
29,2015,apr,30,48.0,51.0,41.0, ,63.0,89.0,22.0,0.0,29.82,29.86,29.79,67.0,84.0,50.0,8.0,10.0,5.0,0.0,3.0,9.0
