year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
2013,sep,1,59.0,69.0,54.0, ,63.0,73.0,48.0,0.0,29.9,29.93,29.87,74.0,84.0,64.0,10.0,10.0,10.0,0.0,2.0,9.0
2013,sep,2,59.0,64.0,55.0, ,71.0,87.0,46.0,0.0,29.89,29.94,29.85,73.0,87.0,62.0,10.0,10.0,10.0,0.0,4.0,17.0
2013,sep,3,56.0,59.0,49.0, ,65.0,90.0,36.0,0.0,29.91,29.94,29.88,72.0,86.0,61.0,10.0,10.0,10.0,31.0,7.0,24.0
2013,sep,4,55.0,56.0,54.0, ,70.0,90.0,41.0,0.0,29.94,29.98,29.91,69.0,82.0,57.0,10.0,10.0,10.0,0.0,5.0,20.0
2013,sep,5,55.0,56.0,53.0, ,73.0,96.0,39.0,0.0,29.92,29.96,29.88,68.0,82.0,55.0,9.0,10.0,3.0,25.0,4.0,20.0
2013,sep,6,53.0,55.0,49.0, ,62.0,84.0,30.0,0.0,29.87,29.92,29.82,70.0,86.0,57.0,10.0,10.0,10.0,0.0,4.0,15.0
2013,sep,7,54.0,57.0,49.0, ,73.0,94.0,41.0,0.0,29.87,29.9,29.85,67.0,84.0,52.0,10.0,10.0,10.0,0.0,2.0,12.0
2013,sep,8,55.0,56.0,54.0, ,84.0,100.0,50.0,0.0,29.85,29.89,29.8,65.0,75.0,55.0,8.0,10.0,1.0,0.0,3.0,13.0
2013,sep,9,55.0,57.0,54.0, ,86.0,100.0,45.0,0.0,29.8,29.83,29.77,67.0,79.0,55.0,7.0,10.0,2.0,0.0,2.0,14.0
2013,sep,10,56.0,57.0,54.0, ,81.0,96.0,59.0,0.0,29.88,29.94,29.81,64.0,71.0,57.0,9.0,10.0,4.0,18.0,5.0,12.0
2013,sep,11,55.0,57.0,53.0, ,80.0,94.0,57.0,0.0,29.98,30.03,29.94,64.0,73.0,55.0,10.0,10.0,8.0,61.0,3.0,15.0
2013,sep,12,56.0,58.0,51.0, ,81.0,94.0,53.0,0.0,29.93,29.97,29.87,64.0,75.0,53.0,10.0,10.0,9.0,104.0,5.0,20.0
2013,sep,13,56.0,58.0,55.0, ,84.0,100.0,48.0,0.0,29.82,29.9,29.72,68.0,79.0,57.0,8.0,10.0,1.0,30.0,8.0,22.0
2013,sep,14,55.0,55.0,53.0, ,83.0,100.0,50.0,0.0,29.74,29.78,29.68,65.0,75.0,55.0,9.0,10.0,6.0,33.0,11.0,23.0
2013,sep,15,54.0,55.0,51.0, ,77.0,96.0,38.0,0.0,29.79,29.83,29.73,68.0,81.0,54.0,10.0,10.0,6.0,0.0,4.0,20.0
2013,sep,16,54.0,57.0,51.0,Fog,85.0,100.0,45.0,0.0,29.83,29.87,29.8,66.0,81.0,53.0,7.0,10.0,0.0,0.0,2.0,15.0
2013,sep,17,53.0,56.0,51.0, ,76.0,100.0,40.0,0.0,29.83,29.87,29.79,66.0,79.0,55.0,9.0,10.0,2.0,31.0,7.0,24.0
2013,sep,18,50.0,52.0,47.0, ,63.0,86.0,27.0,0.0,29.81,29.84,29.77,69.0,88.0,54.0,10.0,10.0,10.0,33.0,12.0,24.0
2013,sep,19,48.0,53.0,42.0, ,53.0,86.0,27.0,0.0,29.78,29.81,29.75,71.0,87.0,55.0,10.0,10.0,10.0,0.0,6.0,13.0
2013,sep,20,55.0,59.0,50.0, ,84.0,100.0,57.0,0.0,29.86,29.92,29.8,62.0,73.0,53.0,8.0,10.0,2.0,0.0,6.0,14.0
2013,sep,21,58.0,61.0,56.0, ,86.0,100.0,63.0,0.01,29.9,29.93,29.86,64.0,70.0,57.0,8.0,10.0,2.0,0.0,4.0,14.0
2013,sep,22,52.0,56.0,46.0, ,74.0,96.0,37.0,0.01,29.91,29.95,29.88,64.0,77.0,54.0,10.0,10.0,10.0,32.0,9.0,23.0
2013,sep,23,47.0,51.0,43.0, ,43.0,67.0,19.0,0.0,29.88,29.93,29.83,77.0,93.0,59.0,10.0,10.0,10.0,101.0,8.0,22.0
2013,sep,24,50.0,54.0,46.0, ,61.0,83.0,28.0,0.0,29.89,29.94,29.86,70.0,87.0,55.0,10.0,10.0,10.0,34.0,5.0,22.0
2013,sep,25,47.0,49.0,42.0, ,62.0,89.0,36.0,0.0,29.84,29.91,29.78,62.0,72.0,51.0,10.0,10.0,10.0,75.0,10.0,23.0
2013,sep,26,45.0,48.0,41.0, ,63.0,83.0,34.0,0.0,29.88,29.96,29.81,61.0,73.0,50.0,10.0,10.0,10.0,28.0,7.0,23.0
2013,sep,27,39.0,46.0,31.0, ,50.0,86.0,16.0,0.0,30.0,30.05,29.97,65.0,84.0,46.0,10.0,10.0,10.0,28.0,5.0,24.0
2013,sep,28,36.0,42.0,31.0, ,37.0,64.0,13.0,0.0,30.01,30.06,29.98,69.0,89.0,51.0,10.0,10.0,10.0,0.0,5.0,18.0
2013,sep,29,44.0,55.0,31.0, ,53.0,87.0,18.0,0.0,30.03,30.08,29.99,67.0,84.0,50.0,10.0,10.0,10.0,22.0,4.0,21.0
2013,sep,30,53.0,57.0,47.0, ,75.0,96.0,35.0,0.0,29.97,30.03,29.93,67.0,84.0,52.0,9.0,10.0,1.0,78.0,6.0,23.0
