,year,month,day,dew_point_f_avg,dew_point_f_high,dew_point_f_low,events,humidity_%_avg,humidity_%_high,humidity_%_low,precip_in_sum,sea_level_press_in_avg,sea_level_press_in_high,sea_level_press_in_low,temp_f_avg,temp_f_high,temp_f_low,visibility_mi_avg,visibility_mi_high,visibility_mi_low,wind_gust_mph_high,wind_mph_avg,wind_mph_high
0,2016,may,1,48.0,53.0,43.0, ,66.0,86.0,34.0,0.0,29.89,30.0,29.81,62.0,77.0,48.0,10.0,10.0,9.0,16.0,4.0,14.0
1,2016,may,2,53.0,54.0,51.0, ,78.0,90.0,53.0,0.0,30.03,30.07,29.99,64.0,72.0,55.0,9.0,10.0,6.0,0.0,5.0,17.0
2,2016,may,3,52.0,55.0,50.0, ,79.0,94.0,49.0,0.0,29.97,30.0,29.93,63.0,77.0,53.0,8.0,10.0,0.0,0.0,4.0,16.0
3,2016,may,4,51.0,52.0,50.0, ,78.0,89.0,57.0,0.0,29.92,29.96,29.88,60.0,66.0,54.0,8.0,10.0,1.0,0.0,4.0,12.0
4,2016,may,5,52.0,54.0,48.0, ,72.0,87.0,51.0,0.0,29.89,29.93,29.86,62.0,68.0,57.0,10.0,10.0,10.0,0.0,4.0,15.0
5,2016,may,6,51.0,55.0,47.0,Rain,72.0,87.0,52.0,0.01,29.87,29.93,29.84,61.0,71.0,54.0,10.0,10.0,7.0,29.0,5.0,22.0
6,2016,may,7,50.0,51.0,48.0, ,70.0,86.0,47.0,0.0,29.95,29.99,29.92,62.0,71.0,53.0,10.0,10.0,10.0,0.0,4.0,13.0
7,2016,may,8,50.0,53.0,45.0, ,72.0,90.0,48.0,0.0,29.96,30.0,29.94,60.0,73.0,48.0,10.0,10.0,10.0,0.0,6.0,20.0
8,2016,may,9,52.0,53.0,50.0, ,72.0,81.0,53.0,0.0,29.97,30.0,29.95,64.0,72.0,57.0,10.0,10.0,7.0,0.0,6.0,21.0
9,2016,may,10,51.0,53.0,50.0, ,72.0,84.0,54.0,0.0,29.99,30.02,29.96,62.0,69.0,55.0,10.0,10.0,10.0,0.0,6.0,13.0
10,2016,may,11,52.0,54.0,51.0, ,75.0,87.0,57.0,0.0,30.03,30.06,30.01,62.0,71.0,55.0,9.0,10.0,4.0,0.0,5.0,15.0
11,2016,may,12,53.0,55.0,53.0, ,80.0,94.0,57.0,0.0,30.03,30.06,29.99,63.0,72.0,55.0,8.0,10.0,2.0,21.0,8.0,18.0
12,2016,may,13,52.0,53.0,49.0, ,76.0,90.0,53.0,0.0,30.02,30.05,29.99,62.0,70.0,55.0,9.0,10.0,3.0,24.0,8.0,18.0
13,2016,may,14,52.0,55.0,46.0, ,72.0,87.0,48.0,0.0,30.0,30.04,29.95,61.0,72.0,50.0,10.0,10.0,10.0,31.0,10.0,24.0
14,2016,may,15,53.0,54.0,50.0, ,77.0,93.0,53.0,0.0,29.95,29.98,29.93,63.0,72.0,55.0,9.0,10.0,2.0,32.0,8.0,26.0
